problem,solutions_agg,sentence,level,topic,fullname,solutions,pred
238,"['use', 'close', 'build']",Is it expensive to _ a house?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,build,build
239,"['boys', 'daughter', 'people']",There are ten _ and five girls.,1,rodina-lide,rodina-lide-1-uroven,boys,boys
239,"['boys', 'daughter', 'people']",She has a _ called Emily.,1,rodina-lide,rodina-lide-1-uroven,daughter,daughter
239,"['boys', 'daughter', 'people']",I don’t know these _ .,1,rodina-lide,rodina-lide-1-uroven,people,people
240,"['grandson', 'grandparents', 'name', 'sister']",This is a picture of my _ .,3,rodina-lide,rodina-lide-3-uroven,grandson,sister
240,"['grandson', 'grandparents', 'name', 'sister']",Our daughter is pregnant. We are going to be _ .,3,rodina-lide,rodina-lide-3-uroven,grandparents,grandparents
240,"['grandson', 'grandparents', 'name', 'sister']","Yes, I know his _ . It’s Nick.",3,rodina-lide,rodina-lide-3-uroven,name,name
240,"['grandson', 'grandparents', 'name', 'sister']",My _ looks just like me.,3,rodina-lide,rodina-lide-3-uroven,sister,sister
241,"['create', 'smoke', 'wait']",I want to _ something new.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,create,create
241,"['create', 'smoke', 'wait']",You cannot _ cigarettes here.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,smoke,smoke
241,"['create', 'smoke', 'wait']",He can _ a couple of minutes.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,wait,wait
242,"['enjoy', 'put', 'try']",Did you _ the film?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,enjoy,enjoy
242,"['enjoy', 'put', 'try']",You can _ it over there.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,put,try
242,"['enjoy', 'put', 'try']",John should _ the new car.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,try,enjoy
243,"['meet', 'get', 'sounds']",I want you to _ my parents.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,meet,meet
243,"['meet', 'get', 'sounds']",She will _ the child back.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,get,get
243,"['meet', 'get', 'sounds']",That _ good.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,sounds,sounds
244,"['can', 'achieve', 'camp']",We _ help you with that.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,can,can
244,"['can', 'achieve', 'camp']",I’m sure he will _ great things.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,achieve,achieve
244,"['can', 'achieve', 'camp']",You can’t _ here.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,camp,camp
245,"['laughs', 'bet', 'sing']",He _ at the worst jokes.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,laughs,laughs
245,"['laughs', 'bet', 'sing']",Do you want to _ he will win?,2,slovesa-zaklad,slovesa-zaklad-2-uroven,bet,bet
245,"['laughs', 'bet', 'sing']",I can’t _ very well.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,sing,sing
246,"['prepare', 'fail', 'stay']",I should _ for the trip.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,prepare,prepare
246,"['prepare', 'fail', 'stay']",Ellen is going to _ the exam.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,fail,fail
246,"['prepare', 'fail', 'stay']",They can’t _ here anymore.,3,slovesa-zaklad,slovesa-zaklad-3-uroven,stay,stay
247,"['run', 'dance', 'ride']",He can _ very fast.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,run,run
247,"['run', 'dance', 'ride']",I don’t want to _ with you.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,dance,dance
247,"['run', 'dance', 'ride']",Can you _ a horse?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,ride,ride
248,"['jump', 'stop', 'leave']",How high can you _ ?,2,pohybova-slovesa,pohybova-slovesa-2-uroven,jump,jump
248,"['jump', 'stop', 'leave']","Please, _ for a while.",2,pohybova-slovesa,pohybova-slovesa-2-uroven,stop,stop
248,"['jump', 'stop', 'leave']",She should _ .,2,pohybova-slovesa,pohybova-slovesa-2-uroven,leave,stop
249,"['swims', 'play', 'fall']",Emma _ like a fish.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,swims,swims
249,"['swims', 'play', 'fall']",Let’s _ basketball.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,play,play
249,"['swims', 'play', 'fall']",You cannot _ down.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,fall,fall
250,"['hold', 'skiing', 'sit']",Can you _ this for me?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,hold,hold
250,"['hold', 'skiing', 'sit']",We can go _ if it snows.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,skiing,skiing
250,"['hold', 'skiing', 'sit']",He can _ on that chair.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,sit,sit
251,"['kick', 'stand', 'fly']",You can’t _ other players.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,kick,stand
251,"['kick', 'stand', 'fly']",It hurts if I _ for too long.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,stand,stand
251,"['kick', 'stand', 'fly']",She wants to _ like the birds.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,fly,fly
252,"['walk', 'climb', 'move']",It’s not that far. We can _ there.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,walk,walk
252,"['walk', 'climb', 'move']",There are no mountains to _ on here.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,climb,climb
252,"['walk', 'climb', 'move']",Ernest can’t _ his legs.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,move,move
253,"['sink', 'hit', 'stretch', 'drive']",The ship will _ soon.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,sink,sink
253,"['sink', 'hit', 'stretch', 'drive']",Try to _ the ball.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,hit,hit
253,"['sink', 'hit', 'stretch', 'drive']",You need to _ before exercising.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,stretch,stretch
253,"['sink', 'hit', 'stretch', 'drive']",We can _ there in our car.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,drive,drive
254,"['attack', 'defend', 'lift', 'catch']","Be careful, they might _ you.",2,pohybova-slovesa,pohybova-slovesa-2-uroven,attack,attack
254,"['attack', 'defend', 'lift', 'catch']",You should know how to _ yourself.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,defend,defend
254,"['attack', 'defend', 'lift', 'catch']",How much weight can she _ ?,2,pohybova-slovesa,pohybova-slovesa-2-uroven,lift,lift
254,"['attack', 'defend', 'lift', 'catch']",I will _ you if you fall.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,catch,catch
255,"['press', 'sort', 'pull', 'finish']",Now _ the button.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,press,press
255,"['press', 'sort', 'pull', 'finish']",Will you _ these socks for me?,2,pohybova-slovesa,pohybova-slovesa-2-uroven,sort,finish
255,"['press', 'sort', 'pull', 'finish']",He needs to _ the door to open it.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,pull,press
255,"['press', 'sort', 'pull', 'finish']",I won’t be able to _ the race.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,finish,finish
256,"['win', 'dive', 'train', 'miss']",She is going to _ . I’m sure of it.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,win,win
256,"['win', 'dive', 'train', 'miss']",You can’t _ in this part of the sea.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,dive,dive
256,"['win', 'dive', 'train', 'miss']","Meg is going to _ me, so that I get stronger.",3,pohybova-slovesa,pohybova-slovesa-3-uroven,train,train
256,"['win', 'dive', 'train', 'miss']",It’s easy to _ the target.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,miss,miss
257,"['sail', 'throw', 'shoot', 'slide']",I can _ on a boat.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,sail,sail
257,"['sail', 'throw', 'shoot', 'slide']",He will _ you the ball.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,throw,throw
257,"['sail', 'throw', 'shoot', 'slide']",Can you _ a bow?,2,pohybova-slovesa,pohybova-slovesa-2-uroven,shoot,shoot
257,"['sail', 'throw', 'shoot', 'slide']",The children like to _ down the hill.,2,pohybova-slovesa,pohybova-slovesa-2-uroven,slide,slide
258,"['search', 'paddle', 'push', 'move']",We have to _ you.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,search,move
258,"['search', 'paddle', 'push', 'move']",Tony will _ the canoe.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,paddle,paddle
258,"['search', 'paddle', 'push', 'move']",Try to _ it a bit.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,push,push
258,"['search', 'paddle', 'push', 'move']",It has to _ at some point.,3,pohybova-slovesa,pohybova-slovesa-3-uroven,move,move
259,"['heart', 'mouth', 'finger']",My _ is beating fast.,1,casti-tela,casti-tela-1-uroven,heart,heart
259,"['heart', 'mouth', 'finger']",Open your _ .,1,casti-tela,casti-tela-1-uroven,mouth,heart
259,"['heart', 'mouth', 'finger']",Don’t point your _ at people.,1,casti-tela,casti-tela-1-uroven,finger,finger
260,"['brain', 'blood', 'leg']",He doesn’t use his _ at all.,1,casti-tela,casti-tela-1-uroven,brain,brain
260,"['brain', 'blood', 'leg']",Don’t cut yourself. I hate seeing _ .,1,casti-tela,casti-tela-1-uroven,blood,blood
260,"['brain', 'blood', 'leg']",I can stand on one _ .,1,casti-tela,casti-tela-1-uroven,leg,leg
261,"['foot', 'teeth', 'knee']",How big is your _ ?,1,casti-tela,casti-tela-1-uroven,foot,foot
261,"['foot', 'teeth', 'knee']",I want to have white _ .,1,casti-tela,casti-tela-1-uroven,teeth,teeth
261,"['foot', 'teeth', 'knee']",I can’t run. My _ hurts.,1,casti-tela,casti-tela-1-uroven,knee,knee
262,"['nails', 'bone', 'skin']",She paints her _ red.,1,casti-tela,casti-tela-1-uroven,nails,nails
262,"['nails', 'bone', 'skin']",Our dog found a _ .,1,casti-tela,casti-tela-1-uroven,bone,bone
262,"['nails', 'bone', 'skin']",I wish my _ was soft.,1,casti-tela,casti-tela-1-uroven,skin,skin
263,"['body', 'hair', 'eye']",My whole _ hurts.,1,casti-tela,casti-tela-1-uroven,body,body
263,"['body', 'hair', 'eye']",Liz wants to cut her _ .,1,casti-tela,casti-tela-1-uroven,hair,hair
263,"['body', 'hair', 'eye']",She can’t see. She has something in her _ .,1,casti-tela,casti-tela-1-uroven,eye,eye
264,"['hand', 'nose', 'face']",What’s that in your _ ?,2,casti-tela,casti-tela-2-uroven,hand,hand
264,"['hand', 'nose', 'face']",My _ is full. I can’t smell anything.,2,casti-tela,casti-tela-2-uroven,nose,nose
264,"['hand', 'nose', 'face']",He has a kind _ .,2,casti-tela,casti-tela-2-uroven,face,face
265,"['neck', 'arms', 'ears']",That giraffe has a long _ .,1,casti-tela,casti-tela-1-uroven,neck,neck
265,"['neck', 'arms', 'ears']",He wants to hold me in his _ .,1,casti-tela,casti-tela-1-uroven,arms,arms
265,"['neck', 'arms', 'ears']",Don’t cover your _ .,1,casti-tela,casti-tela-1-uroven,ears,ears
266,"['head', 'teeth', 'fingers']",How often does your _ hurt?,1,casti-tela,casti-tela-1-uroven,head,head
266,"['head', 'teeth', 'fingers']",You should brush your _ often.,1,casti-tela,casti-tela-1-uroven,teeth,teeth
266,"['head', 'teeth', 'fingers']",There are five _ on one hand.,1,casti-tela,casti-tela-1-uroven,fingers,fingers
267,"['skeleton', 'liver', 'toe', 'bones']",We found a _ of a mouse.,2,casti-tela,casti-tela-2-uroven,skeleton,skeleton
267,"['skeleton', 'liver', 'toe', 'bones']",Drinking too much alcohol damages your _ .,2,casti-tela,casti-tela-2-uroven,liver,liver
267,"['skeleton', 'liver', 'toe', 'bones']",I bumped my _ on the chair leg.,2,casti-tela,casti-tela-2-uroven,toe,toe
267,"['skeleton', 'liver', 'toe', 'bones']",The human body has 206 _ .,2,casti-tela,casti-tela-2-uroven,bones,bones
268,"['tongue', 'heel', 'forehead', 'blood']",Don’t stick out your _ at people.,2,casti-tela,casti-tela-2-uroven,tongue,tongue
268,"['tongue', 'heel', 'forehead', 'blood']",I got a piece of glass stuck in my _ .,2,casti-tela,casti-tela-2-uroven,heel,tongue
268,"['tongue', 'heel', 'forehead', 'blood']",He has sweat on his _ .,2,casti-tela,casti-tela-2-uroven,forehead,forehead
268,"['tongue', 'heel', 'forehead', 'blood']",Doctors can’t be afraid of _ .,2,casti-tela,casti-tela-2-uroven,blood,blood
269,"['lips', 'shoulders', 'hip', 'ear']",He kissed me on the _ .,3,casti-tela,casti-tela-3-uroven,lips,lips
269,"['lips', 'shoulders', 'hip', 'ear']",Can I sit on your _ ?,3,casti-tela,casti-tela-3-uroven,shoulders,shoulders
269,"['lips', 'shoulders', 'hip', 'ear']",My grandpa fell and broke his _ .,3,casti-tela,casti-tela-3-uroven,hip,hip
269,"['lips', 'shoulders', 'hip', 'ear']",Don’t shout in my _ .,3,casti-tela,casti-tela-3-uroven,ear,ear
270,"['muscles', 'chin', 'tail', 'nails']",Exercise builds the _ .,2,casti-tela,casti-tela-2-uroven,muscles,muscles
270,"['muscles', 'chin', 'tail', 'nails']",You have soup on your _ .,2,casti-tela,casti-tela-2-uroven,chin,chin
270,"['muscles', 'chin', 'tail', 'nails']",Our cat has a long _ .,2,casti-tela,casti-tela-2-uroven,tail,tail
270,"['muscles', 'chin', 'tail', 'nails']",I don’t paint my _ .,2,casti-tela,casti-tela-2-uroven,nails,nails
271,"['skull', 'eyebrow', 'nerves', 'face']",They found a human _ in the field.,3,casti-tela,casti-tela-3-uroven,skull,skull
271,"['skull', 'eyebrow', 'nerves', 'face']","She didn’t understand, so she rose her _ .",3,casti-tela,casti-tela-3-uroven,eyebrow,face
271,"['skull', 'eyebrow', 'nerves', 'face']",It gets on my _ .,3,casti-tela,casti-tela-3-uroven,nerves,face
271,"['skull', 'eyebrow', 'nerves', 'face']",They laughed in my _ .,3,casti-tela,casti-tela-3-uroven,face,face
272,"['stomach', 'breasts', 'palm', 'hair']",I ate something bad. My _ hurts.,2,casti-tela,casti-tela-2-uroven,stomach,stomach
272,"['stomach', 'breasts', 'palm', 'hair']",Women have bigger _ than men.,2,casti-tela,casti-tela-2-uroven,breasts,breasts
272,"['stomach', 'breasts', 'palm', 'hair']",She can read the future from your _ .,2,casti-tela,casti-tela-2-uroven,palm,hair
272,"['stomach', 'breasts', 'palm', 'hair']",He wears his _ short.,2,casti-tela,casti-tela-2-uroven,hair,hair
273,"['lungs', 'elbow', 'nose', 'eyes']",It’s hard to breathe when my _ hurt.,2,casti-tela,casti-tela-2-uroven,lungs,lungs
273,"['lungs', 'elbow', 'nose', 'eyes']",Lily grabbed him by his _ .,2,casti-tela,casti-tela-2-uroven,elbow,nose
273,"['lungs', 'elbow', 'nose', 'eyes']",Breathe through your _ .,2,casti-tela,casti-tela-2-uroven,nose,nose
273,"['lungs', 'elbow', 'nose', 'eyes']",He has very sad _ .,2,casti-tela,casti-tela-2-uroven,eyes,eyes
274,"['ankle', 'chest', 'brain', 'hand']",She twisted her _ on the stairs.,2,casti-tela,casti-tela-2-uroven,ankle,ankle
274,"['ankle', 'chest', 'brain', 'hand']",There was a sharp pain in his _ .,2,casti-tela,casti-tela-2-uroven,chest,chest
274,"['ankle', 'chest', 'brain', 'hand']",I hate my _ . I keep forgetting things.,2,casti-tela,casti-tela-2-uroven,brain,brain
274,"['ankle', 'chest', 'brain', 'hand']",Raise your _ if you know the answer.,2,casti-tela,casti-tela-2-uroven,hand,hand
275,"['zebra', 'hippopotamus', 'dolphin']",The _ is black and white.,1,zvirata-mix,zvirata-mix-1-uroven,zebra,dolphin
275,"['zebra', 'hippopotamus', 'dolphin']",The _ is a very dangerous animal.,1,zvirata-mix,zvirata-mix-1-uroven,hippopotamus,dolphin
275,"['zebra', 'hippopotamus', 'dolphin']",The _ lives in the sea.,1,zvirata-mix,zvirata-mix-1-uroven,dolphin,dolphin
276,"['rhinoceros', 'whale', 'chicken']",The _ has a horn on its nose.,1,zvirata-mix,zvirata-mix-1-uroven,rhinoceros,whale
276,"['rhinoceros', 'whale', 'chicken']",The _ is a huge sea mammal.,1,zvirata-mix,zvirata-mix-1-uroven,whale,whale
276,"['rhinoceros', 'whale', 'chicken']",The _ is a bird that can’t fly well.,1,zvirata-mix,zvirata-mix-1-uroven,chicken,whale
277,"['tiger', 'giraffe', 'ostrich']",The _ has black stripes.,2,zvirata-mix,zvirata-mix-2-uroven,tiger,tiger
277,"['tiger', 'giraffe', 'ostrich']",The tallest animal is the _ .,2,zvirata-mix,zvirata-mix-2-uroven,giraffe,tiger
277,"['tiger', 'giraffe', 'ostrich']",The biggest kind of a bird is _ .,2,zvirata-mix,zvirata-mix-2-uroven,ostrich,tiger
278,"['penguin', 'elephant', 'sheep']",The _ likes cold weather.,1,zvirata-mix,zvirata-mix-1-uroven,penguin,elephant
278,"['penguin', 'elephant', 'sheep']",The _ lives long and is very smart.,1,zvirata-mix,zvirata-mix-1-uroven,elephant,elephant
278,"['penguin', 'elephant', 'sheep']",This _ has very soft wool.,1,zvirata-mix,zvirata-mix-1-uroven,sheep,sheep
279,"['kangaroo', 'monkey', 'dog']",The _ lives in Australia.,1,zvirata-mix,zvirata-mix-1-uroven,kangaroo,dog
279,"['kangaroo', 'monkey', 'dog']",The _ climbs the trees.,1,zvirata-mix,zvirata-mix-1-uroven,monkey,monkey
279,"['kangaroo', 'monkey', 'dog']",The _ is man’s best friend.,1,zvirata-mix,zvirata-mix-1-uroven,dog,dog
280,"['crocodile', 'pig', 'antelope']",The _ has a huge mouth.,2,zvirata-mix,zvirata-mix-2-uroven,crocodile,pig
280,"['crocodile', 'pig', 'antelope']",A _ is kept for meat.,2,zvirata-mix,zvirata-mix-2-uroven,pig,pig
280,"['crocodile', 'pig', 'antelope']",The _ eats grass.,2,zvirata-mix,zvirata-mix-2-uroven,antelope,pig
281,"['camel', 'donkey', 'gorilla']",The _ has brown fur.,2,zvirata-mix,zvirata-mix-2-uroven,camel,donkey
281,"['camel', 'donkey', 'gorilla']",The _ has large ears.,2,zvirata-mix,zvirata-mix-2-uroven,donkey,donkey
281,"['camel', 'donkey', 'gorilla']",The _ is black and very strong.,2,zvirata-mix,zvirata-mix-2-uroven,gorilla,donkey
282,"['turtle', 'goats', 'lion']",The _ can swim well.,2,zvirata-mix,zvirata-mix-2-uroven,turtle,turtle
282,"['turtle', 'goats', 'lion']",Some _ have horns.,2,zvirata-mix,zvirata-mix-2-uroven,goats,goats
282,"['turtle', 'goats', 'lion']",The _ hunts smaller animals.,2,zvirata-mix,zvirata-mix-2-uroven,lion,lion
283,"['deer', 'cock', 'piglets', 'otter']",The _ lives in a forest.,2,zvirata-mix,zvirata-mix-2-uroven,deer,deer
283,"['deer', 'cock', 'piglets', 'otter']",The _ has a colourful tail.,2,zvirata-mix,zvirata-mix-2-uroven,cock,deer
283,"['deer', 'cock', 'piglets', 'otter']",Our sow gave birth to four small _ .,2,zvirata-mix,zvirata-mix-2-uroven,piglets,deer
283,"['deer', 'cock', 'piglets', 'otter']",The _ can swim very well.,2,zvirata-mix,zvirata-mix-2-uroven,otter,deer
284,"['cuckoo', 'badger', 'beaver', 'viper']",The _ is a kind of a bird.,2,zvirata-mix,zvirata-mix-2-uroven,cuckoo,viper
284,"['cuckoo', 'badger', 'beaver', 'viper']",The _ has black and white stripes on its head.,2,zvirata-mix,zvirata-mix-2-uroven,badger,beaver
284,"['cuckoo', 'badger', 'beaver', 'viper']",The _ has a big flat tail.,2,zvirata-mix,zvirata-mix-2-uroven,beaver,beaver
284,"['cuckoo', 'badger', 'beaver', 'viper']",The _ is a kind of a snake.,2,zvirata-mix,zvirata-mix-2-uroven,viper,viper
285,"['frog', 'kittens', 'snail', 'bat']",The _ can jump very well.,1,zvirata-mix,zvirata-mix-1-uroven,frog,frog
285,"['frog', 'kittens', 'snail', 'bat']",My cat had small _ .,1,zvirata-mix,zvirata-mix-1-uroven,kittens,kittens
285,"['frog', 'kittens', 'snail', 'bat']",The _ moves very slowly.,1,zvirata-mix,zvirata-mix-1-uroven,snail,snail
