problem,sentence,solutions,fullname,pred
305,All my _ are dirty.,underpants,obleceni-2-uroven,underpants
305,How much money do you have in your _ ?,wallet,obleceni-2-uroven,wallet
305,Does it have long _ or short?,sleeves,obleceni-2-uroven,sleeves
305,You should tie your _ .,shoelace,obleceni-2-uroven,shoelace
306,This sweater is made from _ .,wool,obleceni-2-uroven,wool
306,I can’t walk in high _ .,heels,obleceni-2-uroven,heels
306,She carries her _ all the time.,handbag,obleceni-2-uroven,handbag
306,Wear a _ if your trousers are too big.,belt,obleceni-2-uroven,belt
307,A _ is a sweet purple fruit.,fig,ovoce-zelenina-2-uroven,raspberry
307,A _ is a big white vegetable.,cauliflower,ovoce-zelenina-2-uroven,fig
307,A _ is a red fruit that doesn’t grow on a tree.,raspberry,ovoce-zelenina-2-uroven,cauliflower
307,Horses like eating _ .,apples,ovoce-zelenina-2-uroven,apples
308,A _ has a brown shell with water in it.,coconut,ovoce-zelenina-2-uroven,date
308,A _ is a brown fruit eaten dried.,date,ovoce-zelenina-2-uroven,coconut
308,"You can usually buy brown, white or red _ .",beans,ovoce-zelenina-2-uroven,beans
308,A _ is a juicy orange fruit.,peach,ovoce-zelenina-2-uroven,peach
309,An _ smells bad.,onion,ovoce-zelenina-2-uroven,onion
309,There are five green _ in a pod.,peas,ovoce-zelenina-2-uroven,peas
309,A _ is a small orange fruit.,tangerine,ovoce-zelenina-2-uroven,tangerine
309,A _ is black and doesn’t grow on a tree.,blackberry,ovoce-zelenina-2-uroven,blackberry
310,A _ is brown on the outside and green on the inside.,kiwi,ovoce-zelenina-2-uroven,lettuce
310,Many kinds of salads have _ in it.,lettuce,ovoce-zelenina-2-uroven,asparagus
310,A _ is an exotic fruit with seeds in it.,papaya,ovoce-zelenina-2-uroven,papaya
310,An _ looks like long green sticks.,asparagus,ovoce-zelenina-2-uroven,kiwi
311,A _ is an exotic fruit with many seeds.,pomegranate,ovoce-zelenina-2-uroven,cucumber
311,This is _ . It has a white root with green leaves.,parsley,ovoce-zelenina-2-uroven,pomegranate
311,Ketchup is made from _ .,tomatoes,ovoce-zelenina-2-uroven,tomatoes
311,A _ is long and green.,cucumber,ovoce-zelenina-2-uroven,parsley
312,A _ grows under the earth.,beetroot,ovoce-zelenina-2-uroven,cabbage
312,A _ is similar to orange.,grapefruit,ovoce-zelenina-2-uroven,lemon
312,A _ is yellow and sour.,lemon,ovoce-zelenina-2-uroven,grapefruit
312,A _ can be found in many Czech recipes.,cabbage,ovoce-zelenina-2-uroven,beetroot
313,"A _ is usually green, red or yellow.",pepper,ovoce-zelenina-2-uroven,blueberries
313,You can find _ in a forest.,blueberries,ovoce-zelenina-2-uroven,pepper
313,A _ is a sweet exotic fruit.,mango,ovoce-zelenina-2-uroven,mango
313,I like _ . It is green and very healthy.,broccoli,ovoce-zelenina-2-uroven,broccoli
314,My favourite ice cream flavour is _ .,strawberry,ovoce-zelenina-2-uroven,strawberry
314,Fries are made from _ .,potatoes,ovoce-zelenina-2-uroven,potatoes
314,Do you like _ ? It is a very healthy green vegetable.,spinach,ovoce-zelenina-2-uroven,spinach
314,Monkeys like eating _ .,bananas,ovoce-zelenina-2-uroven,bananas
315,A _ grows in pairs.,cherry,ovoce-zelenina-2-uroven,cherry
315,A _ is red and juicy on the inside.,watermelon,ovoce-zelenina-2-uroven,watermelon
315,Let’s carve a Halloween _ .,pumpkin,ovoce-zelenina-2-uroven,pumpkin
315,My favourite juice is _ .,orange,ovoce-zelenina-2-uroven,orange
316,Wine is made from _ .,grapes,ovoce-zelenina-2-uroven,grapes
316,Rabbits like eating _ .,carrots,ovoce-zelenina-2-uroven,carrots
316,A _ is purple and grows on a tree.,plum,ovoce-zelenina-2-uroven,plum
316,A _ is white and has a very strong taste.,horseradish,ovoce-zelenina-2-uroven,horseradish
317,My mother's son is my _ .,brother,rodina-lide-1-uroven,brother
317,My aunt is my mother's _ .,sister,rodina-lide-1-uroven,sister
317,My father is one of my _ .,parents,rodina-lide-1-uroven,parents
318,My mother is my father's _ .,wife,rodina-lide-1-uroven,wife
318,My brother is a _ .,boy,rodina-lide-1-uroven,boy
318,My _ is my mother's brother.,uncle,rodina-lide-1-uroven,uncle
319,My mother is a _ .,woman,rodina-lide-1-uroven,woman
319,Our son is 6 months old. He is a _ .,baby,rodina-lide-1-uroven,baby
319,My parents' son is my _ .,brother,rodina-lide-1-uroven,brother
320,My sister is fifteen years old. She is a _ .,teenager,rodina-lide-1-uroven,teenager
320,My father is a _ .,man,rodina-lide-1-uroven,man
320,My mother's _ is my father.,husband,rodina-lide-1-uroven,husband
321,My daughter is a _ .,girl,rodina-lide-1-uroven,girl
321,My aunt is a _ .,woman,rodina-lide-1-uroven,woman
321,Marek is my _ .,friend,rodina-lide-1-uroven,friend
322,My mother is one of my _ .,parents,rodina-lide-1-uroven,parents
322,My uncle is a _ .,man,rodina-lide-1-uroven,man
322,My father's brother is my _ .,uncle,rodina-lide-1-uroven,uncle
323,"My grandmother has got two daughters, my mother and my _ .",aunt,rodina-lide-2-uroven,aunt
323,My aunt is my uncle's _ .,wife,rodina-lide-2-uroven,wife
323,I am my mother's _ .,daughter,rodina-lide-2-uroven,daughter
324,I'm my mother's _ .,son,rodina-lide-2-uroven,son
324,"My grandmother has got two sons, my father and my _ .",uncle,rodina-lide-2-uroven,uncle
324,My father's wife is my _ .,mother,rodina-lide-2-uroven,mother
325,"My sister is a _ , she's 3 months old.",baby,rodina-lide-1-uroven,baby
325,My mother's husband is my _ .,father,rodina-lide-1-uroven,father
325,Our dog is a part of our _ .,family,rodina-lide-1-uroven,family
326,My mother and my father are my _ .,parents,rodina-lide-1-uroven,parents
326,My _ is my mother's daughter.,sister,rodina-lide-1-uroven,sister
326,My _ is my mother's son.,brother,rodina-lide-1-uroven,brother
327,I don’t want to fight with Luke. He’s very _ .,strong,vlastnosti-lidi-2-uroven,strong
327,I won’t do that. Don’t be _ .,crazy,vlastnosti-lidi-2-uroven,crazy
327,They can buy anything because they are very _ .,rich,vlastnosti-lidi-2-uroven,rich
328,Emma is very _ because she doesn’t eat chocolate.,slim,vlastnosti-lidi-2-uroven,famous
328,You feel _ because you don’t study enough.,stupid,vlastnosti-lidi-2-uroven,stupid
328,His wife is _ . She’s a singer.,famous,vlastnosti-lidi-2-uroven,slim
329,I’m so _ . I could eat anything.,hungry,vlastnosti-lidi-2-uroven,hungry
329,Don’t be _ at me.,angry,vlastnosti-lidi-2-uroven,angry
329,Are you _ ? Have some water.,thirsty,vlastnosti-lidi-2-uroven,thirsty
330,How _ is he? He’s four years old.,old,vlastnosti-lidi-2-uroven,old
330,I’m _ because I don’t have any friends.,sad,vlastnosti-lidi-2-uroven,sad
330,She’s _ so she doesn’t have to study a lot.,clever,vlastnosti-lidi-2-uroven,clever
331,We can’t buy a new car. We are _ .,poor,vlastnosti-lidi-2-uroven,poor
331,He’s _ because he got a great gift.,happy,vlastnosti-lidi-2-uroven,happy
331,Our family is _ . We have two houses.,rich,vlastnosti-lidi-2-uroven,rich
332,I played basketball when I was _ .,young,vlastnosti-lidi-2-uroven,young
332,Don’t talk to him. He’s _ .,dangerous,vlastnosti-lidi-2-uroven,dangerous
332,"He’s so _ , he can pick me up.",strong,vlastnosti-lidi-2-uroven,strong
333,Go talk to her. Lucy is very _ .,friendly,vlastnosti-lidi-2-uroven,friendly
333,"Mark will know the answer, he’s _ .",clever,vlastnosti-lidi-2-uroven,clever
333,I’m _ because I have a good job.,happy,vlastnosti-lidi-2-uroven,happy
334,Ted can’t run very well because he’s _ .,fat,vlastnosti-lidi-2-uroven,fat
334,My girlfriend is so _ .,beautiful,vlastnosti-lidi-2-uroven,beautiful
334,"If you are _ , there is a cake on the table.",hungry,vlastnosti-lidi-2-uroven,hungry
335,You are so _ ! Are you doing sports?,thin,vlastnosti-lidi-2-uroven,thin
335,I don’t want to talk to them. They are _ .,boring,vlastnosti-lidi-2-uroven,boring
335,Your sister seems very nice and _ .,friendly,vlastnosti-lidi-2-uroven,friendly
336,He’s my _ friend.,dear,vlastnosti-lidi-2-uroven,dear
336,I don’t have any hobbies. I’m not an _ person.,interesting,vlastnosti-lidi-2-uroven,interesting
336,Do you know any _ people?,famous,vlastnosti-lidi-2-uroven,famous
337,You should _ to replenish moisture lost through sweating.,drink,slovesa-zaklad-3-uroven,drink
337,She focuses on _ portraits.,painting,slovesa-zaklad-3-uroven,painting
337,We have managed to _ the deal.,close,slovesa-zaklad-3-uroven,close
337,Make sure to _ the correct number.,enter,slovesa-zaklad-3-uroven,enter
338,She wants us to _ some acorns.,gather,slovesa-zaklad-3-uroven,gather
338,I don’t really _ the magazine.,read,slovesa-zaklad-3-uroven,read
338,I’m sure I _ the file to the desktop.,saved,slovesa-zaklad-3-uroven,saved
338,We shall _ our talks next week.,continue,slovesa-zaklad-3-uroven,continue
339,"People have to _ , sleep and drink water to survive.",eat,slovesa-zaklad-2-uroven,eat
339,"Every time you _ , you have to try again.",fail,slovesa-zaklad-2-uroven,fail
339,You have to start _ harder.,working,slovesa-zaklad-2-uroven,working
339,"Please, _ on the dotted line.",sign,slovesa-zaklad-2-uroven,sign
340,He has made me actually _ out loud.,laugh,slovesa-zaklad-3-uroven,laugh
340,I want to _ something spectacular.,create,slovesa-zaklad-3-uroven,create
340,The board _ twice a year.,meets,slovesa-zaklad-3-uroven,meets
340,He can never _ anywhere for a long time.,stay,slovesa-zaklad-3-uroven,stay
341,I could _ it so much better.,make,slovesa-zaklad-3-uroven,make
341,She is _ his head with nonsense.,filling,slovesa-zaklad-3-uroven,filling
341,How high is the number going to _ ?,reach,slovesa-zaklad-3-uroven,reach
341,I don’t want to _ it ever again.,try,slovesa-zaklad-3-uroven,try
342,He’s going to make your shoes _ !,shine,slovesa-zaklad-3-uroven,shine
342,Do you _ around here?,live,slovesa-zaklad-3-uroven,live
342,I’m so happy I could _ !,sing,slovesa-zaklad-3-uroven,sing
342,What have you got to _ ?,lose,slovesa-zaklad-3-uroven,lose
343,What did you _ me for my birthday?,get,slovesa-zaklad-3-uroven,get
343,He keeps forgetting to _ his hands.,wash,slovesa-zaklad-3-uroven,wash
343,"Please, _ this complimentary breakfast.",enjoy,slovesa-zaklad-3-uroven,enjoy
343,How did the meeting _ ?,go,slovesa-zaklad-3-uroven,go
344,It will _ cats and dogs!,rain,slovesa-zaklad-3-uroven,rain
344,I forgot to _ for such weather.,prepare,slovesa-zaklad-3-uroven,prepare
344,"I _ , but I won’t.",can,slovesa-zaklad-3-uroven,can
344,He wants to destroy all I’ve _ .,built,slovesa-zaklad-3-uroven,built
345,She said to _ her right before lunch.,wake,slovesa-zaklad-3-uroven,wake
345,We will try to find some meadow where we could _ .,camp,slovesa-zaklad-3-uroven,camp
345,He should try _ his brain more often.,using,slovesa-zaklad-3-uroven,using
345,How much longer do you have to _ ?,wait,slovesa-zaklad-3-uroven,wait
346,A scientific theory _ pass every test.,must,slovesa-zaklad-3-uroven,must
346,You didn’t have to _ the meat.,freeze,slovesa-zaklad-3-uroven,freeze
346,It’s not healthy to _ so much.,sleep,slovesa-zaklad-3-uroven,sleep
346,Where do you _ the dog?,keep,slovesa-zaklad-3-uroven,keep
347,I wish you would _ your heart to me.,open,slovesa-zaklad-3-uroven,open
347,She _ him in danger!,put,slovesa-zaklad-3-uroven,put
347,I have no idea where to _ .,begin,slovesa-zaklad-3-uroven,begin
347,He has to _ for work a lot.,travel,slovesa-zaklad-3-uroven,travel
348,I _ she likes you!,bet,slovesa-zaklad-3-uroven,bet
348,I don’t think it’s possible to _ a girl like that again.,find,slovesa-zaklad-3-uroven,find
348,I’m thinking about _ some stocks.,buying,slovesa-zaklad-3-uroven,buying
348,He doesn’t want to _ there anymore.,be,slovesa-zaklad-3-uroven,be
349,What if he _ the other girl?,kissed,slovesa-zaklad-3-uroven,kissed
349,You can’t _ a toilet for an hour.,occupate,slovesa-zaklad-3-uroven,occupate
349,Could you _ your dad and ask?,ring,slovesa-zaklad-3-uroven,ring
349,I don’t think I _ it in me.,have,slovesa-zaklad-3-uroven,have
350,There’s no point in _ about it.,crying,slovesa-zaklad-3-uroven,crying
350,The plan does _ very good indeed.,sound,slovesa-zaklad-3-uroven,sound
350,I have to _ three cards.,draw,slovesa-zaklad-3-uroven,draw
350,Do you have what it _ ?,takes,slovesa-zaklad-3-uroven,takes
351,It always _ around here in winter.,snows,slovesa-zaklad-3-uroven,snows
351,We are going to _ the bacon over the weekend.,smoke,slovesa-zaklad-3-uroven,smoke
351,It’s his fault. He _ it happen.,let,slovesa-zaklad-3-uroven,let
351,How did you _ such a feat?,achieve,slovesa-zaklad-3-uroven,achieve
352,I am wearing a scarf around my neck because my _ hurts.,throat,casti-tela-3-uroven,breasts
352,Blood is filtered in the _ .,kidneys,casti-tela-3-uroven,throat
352,Men don’t need their _ for anything.,breasts,casti-tela-3-uroven,kidneys
352,My friend offered me a helping _ .,hand,casti-tela-3-uroven,hand
353,She greeted me with a kiss on each _ .,cheek,casti-tela-3-uroven,cheek
353,A short-sleeved shirt does not cover _ .,forearms,casti-tela-3-uroven,forearms
353,My grandma has wrinkles on her _ .,forehead,casti-tela-3-uroven,forehead
353,Don’t anger him! He has a weak _ .,heart,casti-tela-3-uroven,heart
354,We can study DNA from a _ sample.,tissue,casti-tela-3-uroven,tissue
354,You can see his _ sticking out from his pants.,buttocks,casti-tela-3-uroven,buttocks
354,She put the sugar on the horse's _ .,tongue,casti-tela-3-uroven,tongue
354,Don’t close your _ !,eyes,casti-tela-3-uroven,eyes
355,He hit him and broke his _ .,jaw,casti-tela-3-uroven,tooth
355,Keep your _ straight by sitting properly.,spine,casti-tela-3-uroven,spine
355,It hurts so much. I must have hit a _ .,nerve,casti-tela-3-uroven,nerve
355,My daughter’s _ fell out.,tooth,casti-tela-3-uroven,jaw
356,A healthy human has four _ .,limbs,casti-tela-3-uroven,limbs
356,I hurt my _ when I punched him.,knuckles,casti-tela-3-uroven,knuckles
356,There is a _ inside every person.,skeleton,casti-tela-3-uroven,skeleton
356,The child kicked me in the _ !,leg,casti-tela-3-uroven,leg
357,The cat is sleeping on my _ .,lap,casti-tela-2-uroven,lap
357,Only a few men look good with _ .,moustache,casti-tela-2-uroven,moustache
357,Each foot has five _ .,toes,casti-tela-2-uroven,toes
357,Why is there _ on your hands?,blood,casti-tela-2-uroven,blood
358,Can you make a _ with your hand?,fist,casti-tela-3-uroven,fist
358,Getting kicked in _ is very painful.,testicles,casti-tela-3-uroven,testicles
358,We need _ to move.,muscles,casti-tela-3-uroven,muscles
358,He got down on one _ .,knee,casti-tela-3-uroven,knee
359,Horse riders need to have strong _ .,thighs,casti-tela-3-uroven,thighs
359,One of his _ doesn’t close properly.,eyelids,casti-tela-3-uroven,eyelids
359,Many men have a hairy _ .,chest,casti-tela-3-uroven,chest
359,Do you have your _ pierced?,ears,casti-tela-3-uroven,ears
360,The nurse found a _ to draw the blood from.,vein,casti-tela-3-uroven,vein
360,How did you get that _ on your stomach?,scar,casti-tela-3-uroven,scar
360,He has a broad _ .,chin,casti-tela-3-uroven,neck
360,She has a _ like a swan.,neck,casti-tela-3-uroven,chin
361,What is your _ size?,waist,casti-tela-3-uroven,waist
361,You should clip your _ regularly.,nails,casti-tela-3-uroven,nails
361,My teacher collects animal _ .,skulls,casti-tela-3-uroven,skulls
361,Stretch out your _ .,arms,casti-tela-3-uroven,arms
362,You should wear the watch on your left _ .,wrist,casti-tela-2-uroven,wrist
362,"She has full, beautiful _ .",lips,casti-tela-2-uroven,lips
362,Her _ are not the same colour as her hair.,eyebrows,casti-tela-2-uroven,eyebrows
362,I try to keep my _ fit.,body,casti-tela-2-uroven,body
363,The trainer gave me _ up.,thumbs,casti-tela-3-uroven,thumbs
363,Drinking is hard on your _ .,liver,casti-tela-3-uroven,stomach
363,All those sweets are bad for your _ .,stomach,casti-tela-3-uroven,liver
363,He has a strange look on his _ .,face,casti-tela-3-uroven,face
364,A broken _ punctured his lungs.,rib,casti-tela-2-uroven,rib
364,She held the keys in her _ .,palm,casti-tela-2-uroven,palm
364,He burnt his _ on the hot sand.,feet,casti-tela-2-uroven,feet
364,Humans don’t have a _ .,tail,casti-tela-2-uroven,tail
365,Cyclists have big _ .,calves,casti-tela-3-uroven,lungs
365,It’s important to move your _ while dancing.,hips,casti-tela-3-uroven,hips
365,Smoking damages your _ .,lungs,casti-tela-3-uroven,head
365,Protect your _ with a helmet.,head,casti-tela-3-uroven,calves
366,Women used to paint fake _ on their face.,moles,casti-tela-3-uroven,moles
366,Dad can carry me on his _ .,shoulders,casti-tela-3-uroven,shoulders
366,"She can’t bend her arm, because her _ hurts.",elbow,casti-tela-3-uroven,elbow
366,My _ has never been so short before.,hair,casti-tela-3-uroven,hair
367,You can’t _ the smoke out into my face.,blow,pohybova-slovesa-3-uroven,blow
367,The children like to _ down the hill.,roll,pohybova-slovesa-3-uroven,roll
367,What if they _ at me?,laugh,pohybova-slovesa-3-uroven,laugh
367,I am going to _ over there.,stand,pohybova-slovesa-3-uroven,stand
368,Can you _ your knee?,bend,pohybova-slovesa-3-uroven,bend
368,Could you _ a bit to the right?,turn,pohybova-slovesa-3-uroven,turn
368,It can _ thirty kilos.,carry,pohybova-slovesa-3-uroven,carry
368,It’s going to _ soon!,start,pohybova-slovesa-3-uroven,start
369,"Be careful, or you might _ it.",drop,pohybova-slovesa-3-uroven,drop
369,He is planning to _ later tonight.,appear,pohybova-slovesa-3-uroven,appear
369,Can you _ a bike?,ride,pohybova-slovesa-3-uroven,ride
369,You need to _ that!,stop,pohybova-slovesa-3-uroven,stop
370,"If you _ your lips all the time, they will get sore.",lick,pohybova-slovesa-2-uroven,lick
370,Go _ your father.,hug,pohybova-slovesa-2-uroven,leave
370,Can you help me _ this sofa?,move,pohybova-slovesa-2-uroven,move
370,When did you _ your wife?,leave,pohybova-slovesa-2-uroven,hug
371,The soldiers have to _ every day.,march,pohybova-slovesa-3-uroven,bounce
